f array_size kin_E deflec np s_h_c r_c_c p_c_c ke_over_c conf_perc
5690 20 10 0.250000 10000 2226 547 1199 1774 174.034111
5691 20 10 0.250000 10000 2226 547 1199 1775 174.003828
5692 20 10 0.250000 10000 2227 547 1199 1775 173.973556
5693 20 10 0.250000 10000 2227 547 1199 1776 173.943294
5694 20 10 0.250000 10000 2227 548 1199 1776 173.913043
5695 20 10 0.250000 10000 2227 548 1200 1776 173.882803
5696 20 10 0.250000 10000 2227 548 1200 1777 173.852573
5697 20 10 0.250000 10000 2228 548 1200 1777 173.822354
5698 20 10 0.250000 10000 2228 548 1200 1778 173.792145
5699 20 10 0.250000 10000 2228 548 1201 1778 173.761946
5700 20 10 0.250000 10000 2228 548 1202 1778 173.731758
5701 20 10 0.250000 10000 2228 548 1202 1779 173.701581
5702 20 10 0.250000 10000 2228 548 1203 1779 173.671414
5703 20 10 0.250000 10000 2228 548 1204 1779 173.641257
5704 20 10 0.250000 10000 2228 548 1205 1779 173.611111
5705 20 10 0.250000 10000 2228 548 1205 1780 173.580976
5706 20 10 0.250000 10000 2228 548 1206 1780 173.550850
5707 20 10 0.250000 10000 2228 549 1206 1780 173.520736
5708 20 10 0.250000 10000 2229 549 1206 1780 173.490632
5709 20 10 0.250000 10000 2230 549 1206 1780 173.460538
5710 20 10 0.250000 10000 2230 549 1206 1781 173.430454
5711 20 10 0.250000 10000 2231 549 1206 1781 173.400381
5712 20 10 0.250000 10000 2232 549 1206 1781 173.370319
5713 20 10 0.250000 10000 2232 549 1207 1781 173.340267
5714 20 10 0.250000 10000 2232 549 1208 1781 173.310225
5715 20 10 0.250000 10000 2233 549 1208 1781 173.280194
5716 20 10 0.250000 10000 2233 550 1208 1781 173.250173
5717 20 10 0.250000 10000 2234 550 1208 1781 173.220163
5718 20 10 0.250000 10000 2234 550 1209 1781 173.190163
5719 20 10 0.250000 10000 2234 550 1209 1782 173.160173
5720 20 10 0.250000 10000 2235 550 1209 1782 173.130194
5721 20 10 0.250000 10000 2236 550 1209 1782 173.100225
5722 20 10 0.250000 10000 2236 550 1210 1782 173.070267
5723 20 10 0.250000 10000 2236 551 1210 1782 173.040318
5724 20 10 0.250000 10000 2236 551 1211 1782 173.010381
5725 20 10 0.250000 10000 2236 551 1211 1783 172.980453
5726 20 10 0.250000 10000 2237 551 1211 1783 172.950536
5727 20 10 0.250000 10000 2237 551 1211 1784 172.920629
5728 20 10 0.250000 10000 2238 551 1211 1784 172.890733
5729 20 10 0.250000 10000 2239 551 1211 1784 172.860847
5730 20 10 0.250000 10000 2239 551 1211 1785 172.830971
5731 20 10 0.250000 10000 2240 551 1211 1785 172.801106
5732 20 10 0.250000 10000 2240 551 1212 1785 172.771251
5733 20 10 0.250000 10000 2240 551 1212 1786 172.741406
5734 20 10 0.250000 10000 2240 551 1212 1787 172.711572
5735 20 10 0.250000 10000 2241 551 1212 1787 172.681748
5736 20 10 0.250000 10000 2242 551 1212 1787 172.651934
5737 20 10 0.250000 10000 2243 551 1212 1787 172.622130
5738 20 10 0.250000 10000 2244 551 1212 1787 172.592337
5739 20 10 0.250000 10000 2244 552 1212 1787 172.562554
5740 20 10 0.250000 10000 2245 552 1212 1787 172.532781
5741 20 10 0.250000 10000 2245 552 1212 1788 172.503019
5742 20 10 0.250000 10000 2245 552 1213 1788 172.473267
5743 20 10 0.250000 10000 2245 552 1214 1788 172.443525
5744 20 10 0.250000 10000 2245 552 1214 1789 172.413793
5745 20 10 0.250000 10000 2245 552 1215 1789 172.384072
5746 20 10 0.250000 10000 2246 552 1215 1789 172.354361
5747 20 10 0.250000 10000 2247 552 1215 1789 172.324660
5748 20 10 0.250000 10000 2248 552 1215 1789 172.294969
5749 20 10 0.250000 10000 2248 552 1215 1790 172.265289
5750 20 10 0.250000 10000 2249 552 1215 1790 172.235618
5751 20 10 0.250000 10000 2249 552 1216 1790 172.205958
5752 20 10 0.250000 10000 2249 552 1217 1790 172.176309
5753 20 10 0.250000 10000 2249 552 1217 1791 172.146669
5754 20 10 0.250000 10000 2250 552 1217 1791 172.117040
5755 20 10 0.250000 10000 2250 552 1217 1792 172.087420
5756 20 10 0.250000 10000 2251 552 1217 1792 172.057811
5757 20 10 0.250000 10000 2252 552 1217 1792 172.028213
5758 20 10 0.250000 10000 2252 552 1217 1793 171.998624
5759 20 10 0.250000 10000 2253 552 1217 1793 171.969046
5760 20 10 0.250000 10000 2253 552 1217 1794 171.939477
5761 20 10 0.250000 10000 2253 552 1218 1794 171.909919
5762 20 10 0.250000 10000 2254 552 1218 1794 171.880371
5763 20 10 0.250000 10000 2254 552 1218 1795 171.850833
5764 20 10 0.250000 10000 2255 552 1218 1795 171.821306
5765 20 10 0.250000 10000 2256 552 1218 1795 171.791788
5766 20 10 0.250000 10000 2256 552 1218 1796 171.762281
5767 20 10 0.250000 10000 2257 552 1218 1796 171.732784
5768 20 10 0.250000 10000 2258 552 1218 1796 171.703297
5769 20 10 0.250000 10000 2259 552 1218 1796 171.673820
5770 20 10 0.250000 10000 2259 552 1218 1797 171.644353
5771 20 10 0.250000 10000 2259 553 1218 1797 171.614896
5772 20 10 0.250000 10000 2259 553 1218 1798 171.585450
5773 20 10 0.250000 10000 2260 553 1218 1798 171.556013
5774 20 10 0.250000 10000 2260 553 1219 1798 171.526587
5775 20 10 0.250000 10000 2260 553 1219 1799 171.497170
5776 20 10 0.250000 10000 2261 553 1219 1799 171.467764
5777 20 10 0.250000 10000 2261 553 1219 1800 171.438368
5778 20 10 0.250000 10000 2261 553 1219 1801 171.408982
5779 20 10 0.250000 10000 2262 553 1219 1801 171.379606
5780 20 10 0.250000 10000 2263 553 1219 1801 171.350240
5781 20 10 0.250000 10000 2264 553 1219 1801 171.320884
5782 20 10 0.250000 10000 2265 553 1219 1801 171.291538
5783 20 10 0.250000 10000 2266 553 1219 1801 171.262202
5784 20 10 0.250000 10000 2267 553 1219 1801 171.232877
5785 20 10 0.250000 10000 2268 553 1219 1801 171.203561
5786 20 10 0.250000 10000 2269 553 1219 1801 171.174255
5787 20 10 0.250000 10000 2270 553 1219 1801 171.144960
5788 20 10 0.250000 10000 2270 554 1219 1801 171.115674
5789 20 10 0.250000 10000 2270 554 1219 1802 171.086399
5790 20 10 0.250000 10000 2270 554 1219 1803 171.057133
5791 20 10 0.250000 10000 2270 554 1219 1804 171.027878
5792 20 10 0.250000 10000 2270 555 1219 1804 170.998632
5793 20 10 0.250000 10000 2270 555 1219 1805 170.969396
5794 20 10 0.250000 10000 2270 555 1220 1805 170.940171
5795 20 10 0.250000 10000 2271 555 1220 1805 170.910955
5796 20 10 0.250000 10000 2272 555 1220 1805 170.881750
5797 20 10 0.250000 10000 2272 555 1220 1806 170.852554
5798 20 10 0.250000 10000 2273 555 1220 1806 170.823369
5799 20 10 0.250000 10000 2273 555 1220 1807 170.794193
5800 20 10 0.250000 10000 2273 555 1220 1808 170.765027
5801 20 10 0.250000 10000 2273 555 1221 1808 170.735872
5802 20 10 0.250000 10000 2274 555 1221 1808 170.706726
5803 20 10 0.250000 10000 2274 555 1221 1809 170.677590
5804 20 10 0.250000 10000 2274 555 1222 1809 170.648464
5805 20 10 0.250000 10000 2274 556 1222 1809 170.619348
5806 20 10 0.250000 10000 2274 556 1223 1809 170.590242
5807 20 10 0.250000 10000 2275 556 1223 1809 170.561146
5808 20 10 0.250000 10000 2276 556 1223 1809 170.532060
5809 20 10 0.250000 10000 2277 556 1223 1809 170.502984
5810 20 10 0.250000 10000 2277 557 1223 1809 170.473917
5811 20 10 0.250000 10000 2277 558 1223 1809 170.444861
5812 20 10 0.250000 10000 2278 558 1223 1809 170.415815
5813 20 10 0.250000 10000 2279 558 1223 1809 170.386778
5814 20 10 0.250000 10000 2279 558 1223 1810 170.357751
5815 20 10 0.250000 10000 2280 558 1223 1810 170.328734
5816 20 10 0.250000 10000 2281 558 1223 1810 170.299728
5817 20 10 0.250000 10000 2281 558 1224 1810 170.270730
5818 20 10 0.250000 10000 2281 558 1224 1811 170.241743
5819 20 10 0.250000 10000 2281 558 1224 1812 170.212766
5820 20 10 0.250000 10000 2281 558 1224 1813 170.183799
5821 20 10 0.250000 10000 2281 558 1224 1814 170.154841
5822 20 10 0.250000 10000 2281 558 1225 1814 170.125893
5823 20 10 0.250000 10000 2281 558 1226 1814 170.096955
5824 20 10 0.250000 10000 2281 558 1227 1814 170.068027
5825 20 10 0.250000 10000 2282 558 1227 1814 170.039109
5826 20 10 0.250000 10000 2282 558 1227 1815 170.010201
5827 20 10 0.250000 10000 2282 558 1227 1816 169.981302
5828 20 10 0.250000 10000 2283 558 1227 1816 169.952413
5829 20 10 0.250000 10000 2284 558 1227 1816 169.923534
5830 20 10 0.250000 10000 2285 558 1227 1816 169.894665
5831 20 10 0.250000 10000 2285 558 1228 1816 169.865806
5832 20 10 0.250000 10000 2285 558 1229 1816 169.836957
5833 20 10 0.250000 10000 2286 558 1229 1816 169.808117
5834 20 10 0.250000 10000 2287 558 1229 1816 169.779287
5835 20 10 0.250000 10000 2287 559 1229 1816 169.750467
5836 20 10 0.250000 10000 2287 559 1230 1816 169.721656
5837 20 10 0.250000 10000 2288 559 1230 1816 169.692856
5838 20 10 0.250000 10000 2288 559 1230 1817 169.664065
5839 20 10 0.250000 10000 2289 559 1230 1817 169.635284
5840 20 10 0.250000 10000 2290 559 1230 1817 169.606513
5841 20 10 0.250000 10000 2290 559 1230 1818 169.577751
5842 20 10 0.250000 10000 2290 559 1231 1818 169.549000
5843 20 10 0.250000 10000 2290 560 1231 1818 169.520258
5844 20 10 0.250000 10000 2290 560 1232 1818 169.491525
5845 20 10 0.250000 10000 2290 560 1233 1818 169.462803
5846 20 10 0.250000 10000 2290 560 1233 1819 169.434090
5847 20 10 0.250000 10000 2290 560 1234 1819 169.405387
5848 20 10 0.250000 10000 2291 560 1234 1819 169.376694
5849 20 10 0.250000 10000 2291 560 1235 1819 169.348010
5850 20 10 0.250000 10000 2292 560 1235 1819 169.319336
5851 20 10 0.250000 10000 2292 560 1236 1819 169.290672
5852 20 10 0.250000 10000 2293 560 1236 1819 169.262018
5853 20 10 0.250000 10000 2294 560 1236 1819 169.233373
5854 20 10 0.250000 10000 2294 560 1236 1820 169.204738
5855 20 10 0.250000 10000 2294 561 1236 1820 169.176112
5856 20 10 0.250000 10000 2294 561 1237 1820 169.147497
5857 20 10 0.250000 10000 2295 561 1237 1820 169.118891
5858 20 10 0.250000 10000 2296 561 1237 1820 169.090294
5859 20 10 0.250000 10000 2296 561 1238 1820 169.061708
5860 20 10 0.250000 10000 2296 561 1239 1820 169.033130
5861 20 10 0.250000 10000 2297 561 1239 1820 169.004563
5862 20 10 0.250000 10000 2297 561 1239 1821 168.976005
5863 20 10 0.250000 10000 2297 561 1239 1822 168.947457
5864 20 10 0.250000 10000 2297 561 1240 1822 168.918919
5865 20 10 0.250000 10000 2297 561 1240 1823 168.890390
5866 20 10 0.250000 10000 2298 561 1240 1823 168.861871
5867 20 10 0.250000 10000 2298 561 1241 1823 168.833361
5868 20 10 0.250000 10000 2299 561 1241 1823 168.804862
5869 20 10 0.250000 10000 2299 561 1241 1824 168.776371
5870 20 10 0.250000 10000 2299 561 1241 1825 168.747891
5871 20 10 0.250000 10000 2300 561 1241 1825 168.719420
5872 20 10 0.250000 10000 2300 561 1241 1826 168.690958
5873 20 10 0.250000 10000 2300 561 1242 1826 168.662506
5874 20 10 0.250000 10000 2301 561 1242 1826 168.634064
5875 20 10 0.250000 10000 2302 561 1242 1826 168.605631
5876 20 10 0.250000 10000 2302 562 1242 1826 168.577208
5877 20 10 0.250000 10000 2302 562 1242 1827 168.548795
5878 20 10 0.250000 10000 2303 562 1242 1828 168.491997
5879 20 10 0.250000 10000 2304 562 1242 1828 168.463612
5880 20 10 0.250000 10000 2304 562 1243 1828 168.435237
5881 20 10 0.250000 10000 2305 562 1243 1828 168.406871
5882 20 10 0.250000 10000 2305 562 1244 1828 168.378515
5883 20 10 0.250000 10000 2306 562 1244 1828 168.350168
5884 20 10 0.250000 10000 2306 562 1244 1829 168.321831
5885 20 10 0.250000 10000 2306 562 1244 1830 168.293504
5886 20 10 0.250000 10000 2306 562 1244 1831 168.265186
5887 20 10 0.250000 10000 2306 562 1245 1831 168.236878
5888 20 10 0.250000 10000 2307 562 1245 1831 168.208579
5889 20 10 0.250000 10000 2308 562 1245 1831 168.180289
5890 20 10 0.250000 10000 2308 562 1245 1832 168.152009
5891 20 10 0.250000 10000 2308 562 1245 1833 168.123739
5892 20 10 0.250000 10000 2308 562 1245 1834 168.095478
5893 20 10 0.250000 10000 2309 562 1245 1835 168.038985
5894 20 10 0.250000 10000 2309 562 1246 1835 168.010753
5895 20 10 0.250000 10000 2309 562 1247 1835 167.982530
5896 20 10 0.250000 10000 2309 562 1248 1835 167.954316
5897 20 10 0.250000 10000 2310 562 1248 1835 167.926113
5898 20 10 0.250000 10000 2310 562 1248 1836 167.897918
5899 20 10 0.250000 10000 2310 562 1249 1836 167.869733
5900 20 10 0.250000 10000 2310 562 1249 1837 167.841558
5901 20 10 0.250000 10000 2310 562 1250 1837 167.813392
5902 20 10 0.250000 10000 2311 562 1250 1837 167.785235
5903 20 10 0.250000 10000 2312 562 1250 1837 167.757088
5904 20 10 0.250000 10000 2312 562 1250 1838 167.728950
5905 20 10 0.250000 10000 2312 562 1250 1839 167.700822
5906 20 10 0.250000 10000 2313 562 1250 1839 167.672703
5907 20 10 0.250000 10000 2314 562 1250 1839 167.644593
5908 20 10 0.250000 10000 2314 562 1250 1840 167.616493
5909 20 10 0.250000 10000 2314 562 1250 1841 167.588403
5910 20 10 0.250000 10000 2314 562 1250 1842 167.560322
5911 20 10 0.250000 10000 2315 562 1250 1842 167.532250
5912 20 10 0.250000 10000 2315 562 1250 1843 167.504188
5913 20 10 0.250000 10000 2315 562 1250 1844 167.476135
5914 20 10 0.250000 10000 2315 562 1250 1845 167.448091
5915 20 10 0.250000 10000 2315 562 1250 1846 167.420057
5916 20 10 0.250000 10000 2316 562 1250 1846 167.392032
5917 20 10 0.250000 10000 2317 562 1250 1846 167.364017
5918 20 10 0.250000 10000 2318 562 1250 1846 167.336011
5919 20 10 0.250000 10000 2319 562 1250 1846 167.308014
5920 20 10 0.250000 10000 2320 562 1250 1846 167.280027
5921 20 10 0.250000 10000 2321 562 1250 1846 167.252049
5922 20 10 0.250000 10000 2322 562 1250 1846 167.224080
5923 20 10 0.250000 10000 2323 562 1250 1846 167.196121
5924 20 10 0.250000 10000 2323 562 1250 1847 167.168171
5925 20 10 0.250000 10000 2323 563 1250 1847 167.140231
5926 20 10 0.250000 10000 2323 563 1250 1848 167.112299
5927 20 10 0.250000 10000 2323 563 1250 1849 167.084378
5928 20 10 0.250000 10000 2324 563 1250 1849 167.056465
5929 20 10 0.250000 10000 2324 563 1250 1850 167.028562
5930 20 10 0.250000 10000 2324 563 1251 1850 167.000668
5931 20 10 0.250000 10000 2325 563 1251 1850 166.972783
5932 20 10 0.250000 10000 2325 563 1251 1851 166.944908
5933 20 10 0.250000 10000 2325 563 1252 1851 166.917042
5934 20 10 0.250000 10000 2325 563 1252 1852 166.889186
5935 20 10 0.250000 10000 2325 563 1252 1853 166.861338
5936 20 10 0.250000 10000 2326 563 1252 1853 166.833500
5937 20 10 0.250000 10000 2326 563 1252 1854 166.805671
5938 20 10 0.250000 10000 2326 564 1252 1854 166.777852
5939 20 10 0.250000 10000 2326 564 1253 1854 166.750042
5940 20 10 0.250000 10000 2326 564 1253 1855 166.722241
5941 20 10 0.250000 10000 2327 564 1253 1855 166.694449
5942 20 10 0.250000 10000 2327 564 1254 1855 166.666667
5943 20 10 0.250000 10000 2327 564 1254 1856 166.638894
5944 20 10 0.250000 10000 2327 565 1254 1856 166.611130
5945 20 10 0.250000 10000 2327 565 1254 1857 166.583375
5946 20 10 0.250000 10000 2327 565 1254 1858 166.555630
5947 20 10 0.250000 10000 2328 565 1254 1858 166.527893
5948 20 10 0.250000 10000 2328 565 1254 1859 166.500167
5949 20 10 0.250000 10000 2328 565 1254 1860 166.472449
5950 20 10 0.250000 10000 2328 565 1254 1861 166.444740
5951 20 10 0.250000 10000 2328 565 1254 1862 166.417041
5952 20 10 0.250000 10000 2328 565 1255 1862 166.389351
5953 20 10 0.250000 10000 2329 565 1255 1862 166.361670
5954 20 10 0.250000 10000 2330 565 1255 1862 166.333999
5955 20 10 0.250000 10000 2330 565 1256 1862 166.306336
5956 20 10 0.250000 10000 2331 565 1256 1862 166.278683
5957 20 10 0.250000 10000 2331 565 1256 1863 166.251039
5958 20 10 0.250000 10000 2332 565 1256 1863 166.223404
5959 20 10 0.250000 10000 2333 565 1256 1863 166.195779
5960 20 10 0.250000 10000 2334 565 1256 1863 166.168162
5961 20 10 0.250000 10000 2334 565 1256 1864 166.140555
5962 20 10 0.250000 10000 2335 565 1256 1864 166.112957
5963 20 10 0.250000 10000 2335 565 1256 1865 166.085368
5964 20 10 0.250000 10000 2335 565 1256 1866 166.057788
5965 20 10 0.250000 10000 2336 565 1256 1866 166.030217
5966 20 10 0.250000 10000 2336 565 1257 1866 166.002656
5967 20 10 0.250000 10000 2336 565 1257 1867 165.975104
5968 20 10 0.250000 10000 2336 565 1257 1868 165.947561
5969 20 10 0.250000 10000 2336 565 1257 1869 165.920027
5970 20 10 0.250000 10000 2337 565 1257 1869 165.892502
5971 20 10 0.250000 10000 2338 565 1257 1869 165.864986
5972 20 10 0.250000 10000 2338 565 1257 1870 165.837479
5973 20 10 0.250000 10000 2339 565 1257 1870 165.809982
5974 20 10 0.250000 10000 2339 565 1257 1871 165.782493
5975 20 10 0.250000 10000 2339 565 1257 1872 165.755014
5976 20 10 0.250000 10000 2340 565 1257 1872 165.727544
5977 20 10 0.250000 10000 2341 565 1257 1872 165.700083
5978 20 10 0.250000 10000 2342 565 1257 1872 165.672631
5979 20 10 0.250000 10000 2342 565 1257 1873 165.645188
5980 20 10 0.250000 10000 2342 565 1258 1873 165.617754
5981 20 10 0.250000 10000 2342 565 1259 1873 165.590330
5982 20 10 0.250000 10000 2342 565 1259 1874 165.562914
5983 20 10 0.250000 10000 2342 565 1260 1874 165.535507
5984 20 10 0.250000 10000 2342 566 1260 1874 165.508110
5985 20 10 0.250000 10000 2342 566 1261 1874 165.480721
5986 20 10 0.250000 10000 2343 566 1261 1874 165.453342
5987 20 10 0.250000 10000 2343 566 1262 1874 165.425972
5988 20 10 0.250000 10000 2344 566 1262 1874 165.398611
5989 20 10 0.250000 10000 2344 566 1262 1875 165.371258
5990 20 10 0.250000 10000 2345 566 1262 1875 165.343915
5991 20 10 0.250000 10000 2346 566 1262 1875 165.316581
5992 20 10 0.250000 10000 2346 567 1262 1875 165.289256
5993 20 10 0.250000 10000 2346 567 1263 1875 165.261940
5994 20 10 0.250000 10000 2346 567 1263 1876 165.234633
5995 20 10 0.250000 10000 2347 567 1263 1876 165.207335
5996 20 10 0.250000 10000 2347 567 1263 1877 165.180046
5997 20 10 0.250000 10000 2347 567 1263 1878 165.152766
5998 20 10 0.250000 10000 2347 567 1263 1879 165.125495
5999 20 10 0.250000 10000 2347 567 1263 1880 165.098233
6000 20 10 0.250000 10000 2348 567 1263 1880 165.070981
6001 20 10 0.250000 10000 2349 567 1263 1880 165.043737
6002 20 10 0.250000 10000 2349 567 1263 1881 165.016502
6003 20 10 0.250000 10000 2350 567 1263 1881 164.989276
6004 20 10 0.250000 10000 2351 567 1263 1881 164.962059
6005 20 10 0.250000 10000 2351 567 1264 1881 164.934851
6006 20 10 0.250000 10000 2352 567 1264 1881 164.907652
6007 20 10 0.250000 10000 2353 567 1264 1881 164.880462
6008 20 10 0.250000 10000 2353 567 1264 1882 164.853281
6009 20 10 0.250000 10000 2354 567 1264 1882 164.826108
6010 20 10 0.250000 10000 2355 567 1264 1882 164.798945
6011 20 10 0.250000 10000 2356 567 1264 1882 164.771791
6012 20 10 0.250000 10000 2357 567 1264 1882 164.744646
6013 20 10 0.250000 10000 2357 567 1264 1883 164.717509
6014 20 10 0.250000 10000 2357 567 1264 1884 164.690382
6015 20 10 0.250000 10000 2358 567 1264 1884 164.663264
6016 20 10 0.250000 10000 2359 567 1264 1884 164.636154
6017 20 10 0.250000 10000 2359 568 1264 1884 164.609053
6018 20 10 0.250000 10000 2360 568 1264 1884 164.581962
6019 20 10 0.250000 10000 2360 568 1264 1885 164.554879
6020 20 10 0.250000 10000 2361 568 1264 1885 164.527805
6021 20 10 0.250000 10000 2361 568 1264 1886 164.500740
6022 20 10 0.250000 10000 2361 568 1265 1886 164.473684
6023 20 10 0.250000 10000 2361 568 1265 1887 164.446637
6024 20 10 0.250000 10000 2361 568 1265 1888 164.419599
6025 20 10 0.250000 10000 2362 568 1265 1888 164.392569
6026 20 10 0.250000 10000 2362 568 1265 1889 164.365549
6027 20 10 0.250000 10000 2362 568 1265 1890 164.338537
6028 20 10 0.250000 10000 2362 568 1265 1891 164.311535
6029 20 10 0.250000 10000 2363 568 1265 1891 164.284541
6030 20 10 0.250000 10000 2364 568 1265 1891 164.257556
6031 20 10 0.250000 10000 2364 568 1265 1892 164.230580
6032 20 10 0.250000 10000 2364 568 1266 1892 164.203612
6033 20 10 0.250000 10000 2364 568 1267 1892 164.176654
6034 20 10 0.250000 10000 2364 568 1267 1893 164.149705
6035 20 10 0.250000 10000 2364 568 1267 1894 164.122764
6036 20 10 0.250000 10000 2365 568 1267 1894 164.095832
6037 20 10 0.250000 10000 2365 568 1267 1895 164.068909
6038 20 10 0.250000 10000 2365 568 1268 1895 164.041995
6039 20 10 0.250000 10000 2365 568 1269 1895 164.015089
6040 20 10 0.250000 10000 2365 569 1269 1895 163.988193
6041 20 10 0.250000 10000 2365 569 1269 1896 163.961305
6042 20 10 0.250000 10000 2365 569 1269 1897 163.934426
6043 20 10 0.250000 10000 2365 569 1270 1897 163.907556
6044 20 10 0.250000 10000 2365 570 1270 1897 163.880695
6045 20 10 0.250000 10000 2365 570 1271 1897 163.853842
6046 20 10 0.250000 10000 2365 570 1272 1897 163.826999
6047 20 10 0.250000 10000 2365 570 1273 1897 163.800164
6048 20 10 0.250000 10000 2365 570 1273 1898 163.773338
6049 20 10 0.250000 10000 2366 570 1273 1898 163.746520
6050 20 10 0.250000 10000 2366 570 1273 1899 163.719712
6051 20 10 0.250000 10000 2366 570 1274 1899 163.692912
6052 20 10 0.250000 10000 2366 570 1275 1899 163.666121
6053 20 10 0.250000 10000 2367 570 1275 1899 163.639339
6054 20 10 0.250000 10000 2367 570 1275 1900 163.612565
6055 20 10 0.250000 10000 2368 570 1275 1900 163.585801
6056 20 10 0.250000 10000 2368 570 1276 1900 163.559045
6057 20 10 0.250000 10000 2368 570 1276 1901 163.532298
6058 20 10 0.250000 10000 2368 570 1277 1901 163.505559
6059 20 10 0.250000 10000 2368 570 1277 1902 163.478829
6060 20 10 0.250000 10000 2368 570 1277 1903 163.452109
6061 20 10 0.250000 10000 2368 571 1277 1903 163.425396
6062 20 10 0.250000 10000 2369 571 1277 1903 163.398693
6063 20 10 0.250000 10000 2370 571 1277 1903 163.371998
6064 20 10 0.250000 10000 2370 571 1278 1903 163.345312
6065 20 10 0.250000 10000 2370 571 1279 1903 163.318635
6066 20 10 0.250000 10000 2370 571 1279 1904 163.291966
6067 20 10 0.250000 10000 2370 572 1279 1904 163.265306
6068 20 10 0.250000 10000 2371 572 1279 1904 163.238655
6069 20 10 0.250000 10000 2371 572 1279 1905 163.212012
6070 20 10 0.250000 10000 2371 572 1279 1906 163.185379
6071 20 10 0.250000 10000 2371 573 1279 1906 163.158753
6072 20 10 0.250000 10000 2372 573 1279 1906 163.132137
6073 20 10 0.250000 10000 2372 573 1280 1906 163.105529
6074 20 10 0.250000 10000 2372 573 1280 1907 163.078930
6075 20 10 0.250000 10000 2373 573 1280 1907 163.052340
6076 20 10 0.250000 10000 2373 573 1280 1908 163.025758
6077 20 10 0.250000 10000 2373 573 1280 1909 162.999185
6078 20 10 0.250000 10000 2373 573 1280 1910 162.972621
6079 20 10 0.250000 10000 2374 573 1280 1910 162.946065
6080 20 10 0.250000 10000 2374 574 1280 1910 162.919518
6081 20 10 0.250000 10000 2375 574 1280 1910 162.892979
6082 20 10 0.250000 10000 2375 574 1281 1910 162.866450
6083 20 10 0.250000 10000 2375 574 1282 1910 162.839928
6084 20 10 0.250000 10000 2376 574 1282 1910 162.813416
6085 20 10 0.250000 10000 2376 574 1283 1910 162.786912
6086 20 10 0.250000 10000 2377 574 1283 1910 162.760417
6087 20 10 0.250000 10000 2377 574 1283 1911 162.733930
6088 20 10 0.250000 10000 2377 574 1283 1912 162.707452
6089 20 10 0.250000 10000 2377 574 1283 1913 162.680983
6090 20 10 0.250000 10000 2378 574 1283 1913 162.654522
6091 20 10 0.250000 10000 2379 574 1283 1913 162.628070
6092 20 10 0.250000 10000 2380 574 1283 1913 162.601626
6093 20 10 0.250000 10000 2380 574 1283 1914 162.575191
6094 20 10 0.250000 10000 2381 574 1283 1914 162.548765
6095 20 10 0.250000 10000 2381 574 1283 1915 162.522347
6096 20 10 0.250000 10000 2382 574 1283 1915 162.495938
6097 20 10 0.250000 10000 2383 574 1283 1915 162.469537
6098 20 10 0.250000 10000 2384 574 1283 1915 162.443145
6099 20 10 0.250000 10000 2385 574 1283 1915 162.416761
6100 20 10 0.250000 10000 2385 574 1283 1916 162.390386
6101 20 10 0.250000 10000 2385 574 1283 1917 162.364020
6102 20 10 0.250000 10000 2386 574 1283 1917 162.337662
6103 20 10 0.250000 10000 2387 574 1283 1917 162.311313
6104 20 10 0.250000 10000 2387 574 1283 1918 162.284972
6105 20 10 0.250000 10000 2387 574 1283 1919 162.258640
6106 20 10 0.250000 10000 2388 574 1283 1920 162.206002
6107 20 10 0.250000 10000 2388 574 1284 1920 162.179695
6108 20 10 0.250000 10000 2389 574 1284 1920 162.153397
6109 20 10 0.250000 10000 2389 575 1284 1920 162.127108
6110 20 10 0.250000 10000 2390 575 1284 1920 162.100827
6111 20 10 0.250000 10000 2390 575 1284 1921 162.074554
6112 20 10 0.250000 10000 2391 575 1284 1921 162.048290
6113 20 10 0.250000 10000 2391 575 1284 1922 162.022035
6114 20 10 0.250000 10000 2392 575 1284 1922 161.995788
6115 20 10 0.250000 10000 2392 575 1285 1922 161.969550
6116 20 10 0.250000 10000 2392 575 1285 1923 161.943320
6117 20 10 0.250000 10000 2392 575 1286 1923 161.917098
6118 20 10 0.250000 10000 2393 575 1286 1923 161.890886
6119 20 10 0.250000 10000 2393 575 1286 1924 161.864681
6120 20 10 0.250000 10000 2393 575 1286 1925 161.838485
6121 20 10 0.250000 10000 2394 575 1286 1925 161.812298
6122 20 10 0.250000 10000 2394 575 1287 1925 161.786119
6123 20 10 0.250000 10000 2395 575 1287 1925 161.759948
6124 20 10 0.250000 10000 2396 575 1287 1925 161.733786
6125 20 10 0.250000 10000 2397 575 1287 1925 161.707633
6126 20 10 0.250000 10000 2397 575 1287 1926 161.681487
6127 20 10 0.250000 10000 2397 575 1288 1926 161.655351
6128 20 10 0.250000 10000 2397 575 1289 1926 161.629223
6129 20 10 0.250000 10000 2397 575 1289 1927 161.603103
6130 20 10 0.250000 10000 2397 575 1289 1928 161.576991
6131 20 10 0.250000 10000 2397 576 1289 1928 161.550889
6132 20 10 0.250000 10000 2398 576 1289 1928 161.524794
6133 20 10 0.250000 10000 2399 576 1289 1928 161.498708
6134 20 10 0.250000 10000 2399 576 1290 1928 161.472630
6135 20 10 0.250000 10000 2399 576 1291 1928 161.446561
6136 20 10 0.250000 10000 2399 576 1292 1928 161.420500
6137 20 10 0.250000 10000 2399 576 1292 1929 161.394448
6138 20 10 0.250000 10000 2399 576 1292 1930 161.368404
6139 20 10 0.250000 10000 2400 576 1292 1930 161.342369
